player_0_spaceship_0_current_x,player_0_spaceship_0_current_y,player_0_spaceship_0_destination_x,player_0_spaceship_0_destination_y,player_0_spaceship_0_shield_before,player_0_spaceship_0_shield_after,player_0_spaceship_0_target_x,player_0_spaceship_0_target_y,player_0_spaceship_0_target_hit,player_0_spaceship_1_current_x,player_0_spaceship_1_current_y,player_0_spaceship_1_destination_x,player_0_spaceship_1_destination_y,player_0_spaceship_1_shield_before,player_0_spaceship_1_shield_after,player_0_spaceship_1_target_x,player_0_spaceship_1_target_y,player_0_spaceship_1_target_hit,player_0_spaceship_2_current_x,player_0_spaceship_2_current_y,player_0_spaceship_2_destination_x,player_0_spaceship_2_destination_y,player_0_spaceship_2_shield_before,player_0_spaceship_2_shield_after,player_0_spaceship_2_target_x,player_0_spaceship_2_target_y,player_0_spaceship_2_target_hit,player_1_spaceship_0_current_x,player_1_spaceship_0_current_y,player_1_spaceship_0_destination_x,player_1_spaceship_0_destination_y,player_1_spaceship_0_shield_before,player_1_spaceship_0_shield_after,player_1_spaceship_0_target_x,player_1_spaceship_0_target_y,player_1_spaceship_0_target_hit,player_1_spaceship_1_current_x,player_1_spaceship_1_current_y,player_1_spaceship_1_destination_x,player_1_spaceship_1_destination_y,player_1_spaceship_1_shield_before,player_1_spaceship_1_shield_after,player_1_spaceship_1_target_x,player_1_spaceship_1_target_y,player_1_spaceship_1_target_hit,player_1_spaceship_2_current_x,player_1_spaceship_2_current_y,player_1_spaceship_2_destination_x,player_1_spaceship_2_destination_y,player_1_spaceship_2_shield_before,player_1_spaceship_2_shield_after,player_1_spaceship_2_target_x,player_1_spaceship_2_target_y,player_1_spaceship_2_target_hit
50,50,203.34007006920888,8.654700374331256,400,300,737.4028727406862,469.0923228852165,true,120,50,30.8018908398462,124.87269386448654,400,0,606.5028484436853,348.6262596848774,false,50,120,34.13794257488101,2.7308395579458358,400,400,658.1317876810878,374.76036295247826,false,750,450,638.4788125553466,394.6298954628779,400,0,27.756617289886034,129.48720547056917,false,680,450,591.4478300875271,495.4787348693555,400,400,191.7760287982178,36.76597300236992,false,750,380,700.4127821980334,459.5211416078285,400,0,31.543224437695525,130.63782856695693,false
203.34007006920888,8.654700374331256,106.62108115121512,116.2774383400272,300,0,702.7793428046232,369.6625409256309,false,,,,,,,,,,34.13794257488101,2.7308395579458358,196.016141517276,53.18765824113296,400,400,698.784430974493,481.41247959076736,true,,,,,,,,,,591.4478300875271,495.4787348693555,465.3181002936044,402.5341237603417,400,400,62.709443271185634,19.699849369944403,false,,,,,,,,,
,,,,,,,,,,,,,,,,,,196.016141517276,53.18765824113296,189.88363785371584,117.31095111884213,400,100,622.9293947390901,419.1732882989206,true,,,,,,,,,,465.3181002936044,402.5341237603417,600.3355971192544,437.7258223440221,400,100,117.30069445593837,84.49785193775374,true,,,,,,,,,
,,,,,,,,,,,,,,,,,,189.88363785371584,117.31095111884213,259.272811435117,22.208820670116094,100,100,710.3871623258771,462.7574578244602,false,,,,,,,,,,600.3355971192544,437.7258223440221,446.9510248782717,328.5597074683488,100,100,365.249364999265,210.3199787736091,false,,,,,,,,,
50,50,132.63626793747798,137.1890130732339,400,0,603.9981943532737,408.5233886640317,false,120,50,264.3143885176009,163.80354781978298,400,400,629.0147930327113,362.81158112169015,true,50,120,79.64109584590221,205.46203134286284,400,400,711.592038090372,332.72096189661744,true,750,450,595.0928856545783,461.91356291565177,400,400,59.456305389133725,63.89990631490997,true,680,450,770.5060950014683,410.2857160788928,400,100,38.12712013159611,95.16592293900135,true,750,380,612.7961563080863,320.92281893865004,400,0,201.74759748835316,184.03130030174344,true
,,,,,,,,,264.3143885176009,163.80354781978298,441.8412085194269,220.6835390567848,400,400,771.5488762251578,453.5869626001546,true,79.64109584590221,205.46203134286284,246.94945566989148,170.3273173561784,400,400,499.15903722010415,451.142355943127,false,595.0928856545783,461.91356291565177,542.8813080805862,379.06034099042944,400,400,129.42931132959697,190.879151117691,false,770.5060950014683,410.2857160788928,638.0926208187443,366.6619033708011,100,0,438.49145328790445,278.1460229450661,false,,,,,,,,,
,,,,,,,,,441.8412085194269,220.6835390567848,461.6963485474439,287.33277859417456,400,100,620.9231604059714,330.0649035927455,false,246.94945566989148,170.3273173561784,119.50242039098919,75.78789544021231,400,400,462.606959933417,362.0677788507076,false,542.8813080805862,379.06034099042944,682.039345107581,478.9858606764035,400,400,285.636628595265,41.60750757637642,true,,,,,,,,,,,,,,,,,,
,,,,,,,,,461.6963485474439,287.33277859417456,329.98182643944614,418.68989354588075,100,100,729.1797138094202,363.87332033359263,false,119.50242039098919,75.78789544021231,168.94948405446678,122.70013821859143,400,400,781.9093624098708,431.9130928210933,false,682.039345107581,478.9858606764035,644.9957540353674,398.36512446300077,400,400,194.39047276655026,100.83839434196484,false,,,,,,,,,,,,,,,,,,
,,,,,,,,,329.98182643944614,418.68989354588075,174.10151476368227,371.210397801221,100,100,528.7596255828779,454.6424577323405,false,168.94948405446678,122.70013821859143,237.92802950350008,170.20349041988578,400,400,645.3372551000928,494.8620261034656,false,644.9957540353674,398.36512446300077,678.2656167697759,296.0375796174533,400,400,409.83656374287847,363.88903289792205,false,,,,,,,,,,,,,,,,,,
,,,,,,,,,174.10151476368227,371.210397801221,104.66186199823893,291.8131814698385,100,100,564.8024638915339,252.4747128997231,true,237.92802950350008,170.20349041988578,95.1307895408209,191.03111176334917,400,400,723.6787649426672,199.834677677147,false,678.2656167697759,296.0375796174533,537.7887740492092,267.54929262127416,400,100,134.74189931892343,433.95417307938413,false,,,,,,,,,,,,,,,,,,
